,subject,task,session_idx,score,sequence_id
0,5d671e5f6c4d1700183102f9,ada-pos,0,0.5605281656862416,61
1,5d671e5f6c4d1700183102f9,ada-pos,1,0.37690730529394045,69
2,5d671e5f6c4d1700183102f9,ada-pos,2,0.5045020175573771,0
3,5d671e5f6c4d1700183102f9,ada-pos,3,0.279756367030683,31
4,5d671e5f6c4d1700183102f9,ada-pos,4,0.3600113974418715,54
5,5d671e5f6c4d1700183102f9,ada-pos,5,0.5074199115462456,94
6,5d671e5f6c4d1700183102f9,ada-pos,6,0.3131413442713834,6
7,5d671e5f6c4d1700183102f9,ada-pos,7,0.5617633497304514,55
8,5d671e5f6c4d1700183102f9,ada-pos,8,0.30535608296808764,53
9,5d671e5f6c4d1700183102f9,ada-pos,9,0.11351336366191611,73
10,5ea0ab674e66b409a8bf6b2f,ada-pos,0,0.36440548999876116,62
11,5ea0ab674e66b409a8bf6b2f,ada-pos,1,0.819949922129397,28
12,5ea0ab674e66b409a8bf6b2f,ada-pos,2,0.7127073849238461,42
13,5ea0ab674e66b409a8bf6b2f,ada-pos,3,0.6670164848879422,69
14,5ea0ab674e66b409a8bf6b2f,ada-pos,4,0.69385111793572,4
15,5ea0ab674e66b409a8bf6b2f,ada-pos,5,0.8737385278764193,34
16,5ea0ab674e66b409a8bf6b2f,ada-pos,6,0.9327766275240494,23
17,5ea0ab674e66b409a8bf6b2f,ada-pos,7,0.8031239342964014,88
18,5ea0ab674e66b409a8bf6b2f,ada-pos,8,0.8283299947248205,92
19,5ea0ab674e66b409a8bf6b2f,ada-pos,9,0.6571294756743642,26
20,5ea9ee97ae93691692c125c6,ada-pos,0,0.6799778559773064,75
21,5ea9ee97ae93691692c125c6,ada-pos,1,0.8425033856718498,12
22,5ea9ee97ae93691692c125c6,ada-pos,2,0.8107942620286981,30
23,5ea9ee97ae93691692c125c6,ada-pos,3,0.7603158258365019,71
24,5ea9ee97ae93691692c125c6,ada-pos,4,0.8356471328478444,52
25,5ea9ee97ae93691692c125c6,ada-pos,5,0.4737317022961331,61
26,5ea9ee97ae93691692c125c6,ada-pos,6,1.0,28
27,5ea9ee97ae93691692c125c6,ada-pos,7,0.53628343133758,79
28,5ea9ee97ae93691692c125c6,ada-pos,8,0.33777968072861525,20
29,5ea9ee97ae93691692c125c6,ada-pos,9,0.7929788364249281,19
30,60fd8d7167e1b2309cc590c1,ada-pos,0,0.7819610547579011,66
31,60fd8d7167e1b2309cc590c1,ada-pos,1,0.3798388449863567,75
32,60fd8d7167e1b2309cc590c1,ada-pos,2,0.7376089030274784,38
33,60fd8d7167e1b2309cc590c1,ada-pos,3,0.6780430648897232,53
34,60fd8d7167e1b2309cc590c1,ada-pos,4,0.595848997496595,99
35,60fd8d7167e1b2309cc590c1,ada-pos,5,0.943380707424569,80
36,60fd8d7167e1b2309cc590c1,ada-pos,6,0.8523209210266018,26
37,60fd8d7167e1b2309cc590c1,ada-pos,7,0.857867757430808,88
38,60fd8d7167e1b2309cc590c1,ada-pos,8,0.5178600816301988,83
39,60fd8d7167e1b2309cc590c1,ada-pos,9,0.9484144104644738,72
40,60290c574980dd7f8e378b84,ada-pos,0,1.0,36
41,60290c574980dd7f8e378b84,ada-pos,1,0.7542160273693335,53
42,60290c574980dd7f8e378b84,ada-pos,2,0.9315214014614726,70
43,60290c574980dd7f8e378b84,ada-pos,3,0.9784445951974341,54
44,60290c574980dd7f8e378b84,ada-pos,4,0.7543381414160956,26
45,60290c574980dd7f8e378b84,ada-pos,5,0.9098624755186103,72
46,60290c574980dd7f8e378b84,ada-pos,6,0.7002918121354174,98
47,60290c574980dd7f8e378b84,ada-pos,7,0.7940623294867509,66
48,60290c574980dd7f8e378b84,ada-pos,8,0.7736626170741521,27
49,60290c574980dd7f8e378b84,ada-pos,9,0.8222940249729543,31
50,61532c7e1593430614d3d556,ada-pos,0,0.6334675717080483,17
51,61532c7e1593430614d3d556,ada-pos,1,0.5781473540008294,94
52,61532c7e1593430614d3d556,ada-pos,2,0.8135092120929066,51
53,61532c7e1593430614d3d556,ada-pos,3,0.506475353638157,29
54,61532c7e1593430614d3d556,ada-pos,4,0.7952274586255826,16
55,61532c7e1593430614d3d556,ada-pos,5,0.6946436287504061,15
56,61532c7e1593430614d3d556,ada-pos,6,0.3996347692910174,30
57,61532c7e1593430614d3d556,ada-pos,7,0.8800789564547353,28
58,61532c7e1593430614d3d556,ada-pos,8,0.3443375284822282,66
59,61532c7e1593430614d3d556,ada-pos,9,0.965919203790463,95
60,610196eec60378705e83511f,ada-pos,0,0.7688499428766712,12
61,610196eec60378705e83511f,ada-pos,1,0.6171764998182243,18
62,610196eec60378705e83511f,ada-pos,2,0.043528237757847255,51
63,610196eec60378705e83511f,ada-pos,3,0.7610175782025244,89
64,610196eec60378705e83511f,ada-pos,4,4.562400329749288e-05,92
65,610196eec60378705e83511f,ada-pos,5,0.006334590438638055,70
66,610196eec60378705e83511f,ada-pos,6,0.020045356831664,75
67,610196eec60378705e83511f,ada-pos,7,0.8373739179593476,0
68,610196eec60378705e83511f,ada-pos,8,0.7042932543482451,39
69,610196eec60378705e83511f,ada-pos,9,0.8302173640725332,54
70,616494f1ae4537c01914c758,ada-pos,0,0.3211349002490775,4
71,616494f1ae4537c01914c758,ada-pos,1,0.29080727070628287,44
72,616494f1ae4537c01914c758,ada-pos,2,0.42562162726811253,89
73,616494f1ae4537c01914c758,ada-pos,3,0.5915723938985076,7
74,616494f1ae4537c01914c758,ada-pos,4,0.230981680447506,63
75,616494f1ae4537c01914c758,ada-pos,5,0.28803943681048677,29
76,616494f1ae4537c01914c758,ada-pos,6,0.0851074369462852,17
77,616494f1ae4537c01914c758,ada-pos,7,0.449833610179231,92
78,616494f1ae4537c01914c758,ada-pos,8,0.5921384126996435,86
79,616494f1ae4537c01914c758,ada-pos,9,0.6583458479460247,99
80,60a57ec89138a40a4a5acc63,ada-pos,0,0.6380815238396846,45
81,60a57ec89138a40a4a5acc63,ada-pos,1,0.8034193182949425,94
82,60a57ec89138a40a4a5acc63,ada-pos,2,0.9987866193845281,36
83,60a57ec89138a40a4a5acc63,ada-pos,3,0.8289834337526337,99
84,60a57ec89138a40a4a5acc63,ada-pos,4,0.8545537310500028,4
85,60a57ec89138a40a4a5acc63,ada-pos,5,1.0,28
86,60a57ec89138a40a4a5acc63,ada-pos,6,0.872130097774122,1
87,60a57ec89138a40a4a5acc63,ada-pos,7,0.501432801622404,49
88,60a57ec89138a40a4a5acc63,ada-pos,8,0.9318976027357193,76
89,60a57ec89138a40a4a5acc63,ada-pos,9,0.6565744719905982,35
90,5ce2cde71d1060001a811155,ada-pos,0,0.3937522755051841,63
91,5ce2cde71d1060001a811155,ada-pos,1,0.05632982062320966,67
92,5ce2cde71d1060001a811155,ada-pos,2,1.6662357553054558e-05,7
93,5ce2cde71d1060001a811155,ada-pos,3,0.2677986049199363,22
94,5ce2cde71d1060001a811155,ada-pos,4,0.09098444291285435,47
95,5ce2cde71d1060001a811155,ada-pos,5,0.3426292761630285,50
96,5ce2cde71d1060001a811155,ada-pos,6,0.2249260322039034,66
97,5ce2cde71d1060001a811155,ada-pos,7,0.4675273507533237,17
98,5ce2cde71d1060001a811155,ada-pos,8,0.42494761405971265,40
99,5ce2cde71d1060001a811155,ada-pos,9,0.4453924136241549,58
100,5e35373e1ddb124e6c306747,ada-pos,0,0.5819304231722341,71
101,5e35373e1ddb124e6c306747,ada-pos,1,0.6410717269557761,37
102,5e35373e1ddb124e6c306747,ada-pos,2,0.6138212082353564,59
103,5e35373e1ddb124e6c306747,ada-pos,3,0.8411903836363586,19
104,5e35373e1ddb124e6c306747,ada-pos,4,0.6381488012710181,40
105,5e35373e1ddb124e6c306747,ada-pos,5,0.4107119628809952,78
106,5e35373e1ddb124e6c306747,ada-pos,6,0.05371312540142103,44
107,5e35373e1ddb124e6c306747,ada-pos,7,0.17450994570570985,62
108,5e35373e1ddb124e6c306747,ada-pos,8,0.30431877012433717,7
109,5e35373e1ddb124e6c306747,ada-pos,9,0.19572536883923758,70
110,5f8d88be68198208a829cd5f,ada-pos,0,0.6931266302654784,33
111,5f8d88be68198208a829cd5f,ada-pos,1,0.939152706266758,76
112,5f8d88be68198208a829cd5f,ada-pos,2,0.9648522093732244,19
113,5f8d88be68198208a829cd5f,ada-pos,3,1.0,57
114,5f8d88be68198208a829cd5f,ada-pos,4,0.7869571431102865,88
115,5f8d88be68198208a829cd5f,ada-pos,5,0.6997358445097523,46
116,5f8d88be68198208a829cd5f,ada-pos,6,0.7740189050564887,97
117,5f8d88be68198208a829cd5f,ada-pos,7,0.818964446683252,11
118,5f8d88be68198208a829cd5f,ada-pos,8,0.28348648727715664,24
119,5f8d88be68198208a829cd5f,ada-pos,9,0.9889151681147871,64
120,5f522c40069004482b3af322,ada-pos,0,0.40963109825211774,81
